feature	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
chr11:2131365-2133232:-	1177.5637645896	7.92529364285004	0.463964724017378	17.0816728785467	2.03208240264564e-65	2.02029632471029e-61	IGF2;INS-IGF2
chr1:152036972-152037060:-	416.345969066956	3.44932538920101	0.204246920707175	16.8880166088097	5.51251952317592e-64	2.74027345497075e-60	S100A11
chr2:215435675-215436125:-	300.417590694101	5.55963033090199	0.335366371721228	16.577781196033	1.00885409259644e-61	3.3433424628646e-58	FN1
chr2:188974187-188974545:+	2185.59688434193	8.03307016519571	0.503605037964569	15.9511314613991	2.79781680539526e-57	6.95397366980992e-54	COL3A1;AC066694.1
chr17:50201631-50201676:-	276.029341288141	6.17553261370383	0.405608169618889	15.2253654543162	2.40013689369945e-52	4.77243219943199e-49	COL1A1
chr13:29849625-29850390:-	50.2587774240244	4.27364283968963	0.302714937020902	14.1177137862693	2.95420732580707e-45	4.89512153886231e-42	UBL3
chr1:223712367-223712690:+	86.5714979402743	5.99183966871658	0.431018246837336	13.9015916673659	6.19482777824007e-44	8.79842539589469e-41	CAPN2
chr12:91111437-91111803:-	372.83420694655	7.00079823864523	0.509133828705053	13.7504087215169	5.06426151011446e-43	6.29361099169474e-40	LUM
chr11:62546696-62546952:-	114.099422757647	6.60194627242875	0.491601653813881	13.4294631053626	4.06346824702733e-41	4.48877792354953e-38	AHNAK
chr11:62525091-62529519:-	77.5764805718163	5.99205634292169	0.483423125608636	12.3950552331927	2.77954151774288e-35	2.76342017693997e-32	AHNAK
chr12:52904692-52905232:-	499.437794304386	2.73669751248897	0.224002471470461	12.2172648119637	2.51401478138975e-34	2.27221226877972e-31	KRT8
chr4:147732062-147732285:+	42.3386190493079	3.35918116640129	0.27958134401275	12.0150404822723	2.96224541094745e-33	2.45422032296997e-30	ARHGAP10
chr7:130492083-130492302:+	254.885075065264	3.83693895695807	0.323657905619585	11.854921169353	2.02915099452442e-32	1.55183224519706e-29	MEST
chr2:189580634-189580816:-	202.844119891462	7.51921754159564	0.64506318473534	11.6565597286112	2.12454177147866e-31	1.5087281637172e-28	SLC40A1
chr13:110307210-110307419:+	126.435842520159	4.92721733313612	0.423150945168496	11.6441127909431	2.45866946334929e-31	1.62960612030791e-28	COL4A2
chr21:44873645-44873792:-	119.301835461222	2.48277359287701	0.218037190644419	11.3869270904613	4.8582203421666e-30	3.01877666511377e-27	PTTG1IP
chrX:51893624-51893685:+	81.8081730977442	3.26086102385781	0.286532256651377	11.380432562695	5.23394784623827e-30	3.06093585219417e-27	MAGED1
chr8:23528859-23529077:+	33.6108465364104	3.07008051975887	0.280601247057582	10.9410793856125	7.3321712746415e-28	4.04980260069365e-25	SLC25A37
chr5:69167002-69167251:+	101.425531533766	-1.77945758333985	0.16336310097189	-10.8926530700837	1.24946396395093e-27	6.53798459452639e-25	CCNB1
chr7:137268174-137268627:-	115.840620031357	10.9475217043755	1.01624475172643	10.7725247149149	4.64097247169676e-27	2.30702741568046e-24	PTN
chr11:62531700-62534077:-	51.4443834958321	6.79473906286339	0.63241138183865	10.7441757975775	6.31231755052923e-27	2.98843148035055e-24	AHNAK
chr17:19387125-19387238:-	121.514440082417	6.93386316082492	0.684740747111899	10.1262604716757	4.22499504264647e-24	1.90931366881778e-21	MFAP4
chr6:34998727-34999021:+	77.0688955413152	10.8710828554641	1.08710692916935	10.0000124769425	1.52377860668155e-23	6.58669865549041e-21	ANKS1A
chr2:197499830-197499915:-	47.2645543812158	-2.34361859571177	0.236617727731686	-9.90466191260752	3.97311560711391e-23	1.64586314024694e-20	HSPD1
chr2:215380831-215381104:-	59.5799331359687	5.74368610717446	0.581488009922	9.87756584687775	5.20826582906768e-23	2.07122315490364e-20	FN1
chr8:61578143-61578749:+	232.195538336808	2.62987932993962	0.266936868724334	9.8520648065873	6.71500425090358e-23	2.56771431778782e-20	KRT8P3
chr2:55232637-55232844:+	115.662880324293	-2.42418027268449	0.248916973122916	-9.73891110064005	2.05747138961738e-22	7.57606687243555e-20	RPS27A
chrX:3347077-3347171:-	29.6777711578682	5.83964868795062	0.604950222655958	9.65310610567656	4.76889355714804e-22	1.69329784804164e-19	n/a
