feature	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
chr2:188974269-188974543:+	2141.9496878461	10.9614566138542	0.560768819129297	19.5471934956619	4.35847747725229e-85	4.87495705830669e-81	COL3A1;AC066694.1
chr11:2131369-2133226:-	983.712854999264	9.18613320384111	0.486673771790738	18.8753406004197	1.81947117856042e-79	1.01753925660991e-75	IGF2;INS-IGF2
chr2:215436039-215436073:-	234.8786092014	5.59616356565174	0.393135822612016	14.2346823763617	5.58159513004291e-46	2.081004717651e-42	FN1
chr17:50201609-50201635:-	221.446446592663	7.12020413238147	0.506411500090849	14.0601154024032	6.67772324526031e-45	1.86725836245591e-41	COL1A1
chr5:69167042-69167249:+	127.172134179774	-2.19400523774769	0.164440070232397	-13.3422786468467	1.31381367485169e-40	2.93900119064322e-37	CCNB1
chr11:65499028-65502166:+	4189.89351979437	2.43582156385916	0.184109553243	13.230283388088	5.86657578644564e-40	1.09362750285657e-36	MALAT1
chr1:152036946-152037057:-	297.702673709349	2.50194998520475	0.210005375934378	11.9137425605074	1.00368956090528e-32	1.60375253410366e-29	S100A11
chr13:110307233-110307365:+	149.63629858337	5.70962242147092	0.50746970457171	11.2511591727228	2.28568203148456e-29	3.19566919026935e-26	COL4A2
chr11:65502592-65504724:+	596.376719255446	2.51749810189485	0.227196229804541	11.0807212956864	1.55613828860488e-28	1.93393408422729e-25	MALAT1
chr1:223712366-223712688:+	100.770207911786	5.73186444800728	0.518469058417063	11.0553645486719	2.0649621283968e-28	2.30966014061182e-25	CAPN2
chrX:3347057-3347166:-	44.4941869769957	6.84340216637733	0.641547660149566	10.6670206930252	1.45207818134897e-26	1.47649949621711e-23	
chrX:51893607-51893683:+	67.5319536499181	3.76824118078292	0.367675368216043	10.2488268362017	1.19788579943711e-24	1.11652938889201e-21	MAGED1
chr11:62546695-62546876:-	123.00276258361	5.68121782499386	0.556696727542026	10.2052294255044	1.87876605641074e-24	1.61646141084262e-21	AHNAK
chr6:7579296-7581521:+	70.5011318841563	2.76794145532982	0.275267837796458	10.0554480955255	8.6925074964059e-24	6.94469259623572e-21	DSP
chr2:47403098-47403233:+	80.8420567660721	-2.35860891256082	0.236444888411587	-9.97530091855957	1.95507911240521e-23	1.45783732481682e-20	MSH2
chr12:91111416-91111707:-	293.482804025726	12.2664609022823	1.23589145701448	9.92519272842468	3.23477205061218e-23	2.26130783663108e-20	LUM
chr11:62525290-62527330:-	64.9419622585098	4.90415347542475	0.497272137723012	9.86211191698909	6.07577714710318e-23	3.99750396413818e-20	AHNAK
chr11:62531839-62534070:-	72.7981660329158	5.32996794384523	0.543490420349043	9.80692160208121	1.05126724489421e-22	6.53245785230098e-20	AHNAK
chr5:133051928-133052191:+	180.173400819516	-1.87565651673498	0.191892830909511	-9.77450021371282	1.4487056220132e-22	8.52830125379876e-20	HSPA4
chr2:55232634-55232810:+	75.8981613009528	-2.51554231431741	0.259266100728202	-9.70255003354467	2.94055746344104e-22	1.6445067614294e-19	RPS27A
chr2:189179701-189179834:-	40.1845869492206	4.92690075669027	0.511645364747228	9.62952290034786	6.00074407643397e-22	3.1961105949959e-19	COL5A2
chr10:94545761-94545856:+	48.2199437888605	-2.81818418718691	0.293654232686257	-9.59694727165022	8.23472213073062e-22	4.18660759237373e-19	HELLS
chr12:52904732-52905110:-	477.668645000596	2.00619884498548	0.213098899323019	9.41440266166957	4.75779937002143e-21	2.31373851972564e-18	KRT8
chr2:189580754-189580803:-	150.875162563342	11.2107890084324	1.19538737283082	9.37837328989342	6.69983754045158e-21	3.12240345374796e-18	SLC40A1
chr8:73008802-73008940:+	52.8434243502555	-4.6942767094964	0.502976784830286	-9.33298881991211	1.02926693040176e-20	4.60494024661748e-18	TERF1
chr2:27409483-27409669:-	59.3772292308303	-2.2277350783907	0.238937635216391	-9.32350015255309	1.1256430789913e-20	4.84242993789143e-18	PPM1G
chr1:26410711-26410894:+	59.6769702951697	-5.21828467430786	0.560695870969894	-9.30680061060776	1.31740889544016e-20	5.457488331666e-18	LIN28A
