feature	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
chr11:2131365-2133232:-	1177.5637645896	8.43562500131785	0.440190592616542	19.1635740127374	7.4572432500175e-82	8.13436093711909e-78	IGF2;INS-IGF2
chr2:215435675-215436125:-	300.417590694101	5.9997560096523	0.321218070018101	18.67813977375	7.45729863421343e-78	4.0672106751e-74	FN1
chr17:50201631-50201676:-	276.029341288141	7.16577813644105	0.392489666798459	18.2572402348637	1.81222509008121e-74	6.58925042753527e-71	COL1A1
chr1:152036972-152037060:-	416.345969066956	3.46238159676979	0.190385034795677	18.1862067072953	6.63782185421951e-74	1.81013401964566e-70	S100A11
chr2:188974187-188974545:+	2185.59688434193	8.28040466980857	0.472214958868656	17.5352443083272	7.71174587888631e-69	1.68239448093784e-65	COL3A1;AC066694.1
chr5:69167002-69167251:+	101.425531533766	-2.63033812754447	0.156376078959929	-16.8205913912094	1.72428867231982e-63	3.13475680627743e-60	CCNB1
chr12:91111437-91111803:-	372.83420694655	8.06916780246576	0.489624451083816	16.4803203447134	5.08148958270468e-61	7.91841262402037e-58	LUM
chr2:47403072-47403202:+	61.3296063678651	-3.33720109819309	0.208125259187254	-16.0345799026275	7.32774459199008e-58	9.99137975117847e-55	MSH2
chrX:23783172-23783372:+	180.037840432339	4.19924484680841	0.26215173626986	16.0183751080927	9.51031453641849e-58	1.15265012181392e-54	SAT1
chrX:133985387-133985684:-	377.150649179052	5.32407547262913	0.336263105742101	15.8330645905366	1.84035080249e-56	2.0074546553561e-53	GPC3
chrX:51893624-51893685:+	81.8081730977442	3.88089552279585	0.268013231115372	14.4802385563018	1.61535568235959e-47	1.6018454348344e-44	MAGED1
chr13:30465795-30465981:-	234.971488705651	-1.80640858310952	0.125874536437489	-14.3508658242933	1.05215418003037e-46	9.5640814964761e-44	HMGB1
chr14:55191499-55191627:-	36.9524560305626	-3.55058718765697	0.251587605654351	-14.1127269700838	3.17075651862161e-45	2.66050862347112e-42	DLGAP5
chr2:231464355-231464632:-	251.932528067737	-1.79886106254079	0.131266371827298	-13.7038987023081	9.62161032503129e-43	7.4966089589601e-40	NCL
chr8:11868030-11868119:-	166.714563896244	5.72763270346038	0.422016738610678	13.5720510099109	5.86573947068794e-42	4.26556574308427e-39	CTSB
chr10:94545765-94545858:+	35.9525320010987	-3.18868915057105	0.236510146697829	-13.4822509524084	1.98943419628328e-41	1.35629676331612e-38	HELLS
chr8:73008803-73009080:+	40.5297299204325	-5.08221321987497	0.381479975131222	-13.3223591045029	1.71598202021402e-40	1.10105481626439e-37	TERF1
chr7:130492083-130492302:+	254.885075065264	4.00478343881838	0.301869489413348	13.2666055340713	3.61592592300603e-40	2.19125110934165e-37	MEST
chr5:42811891-42811934:-	253.833066720572	8.15682668725239	0.615574471688818	13.2507552902158	4.46685019780405e-40	2.56444220829719e-37	SEPP1
chr6:18264473-18264594:-	67.4207758900207	-2.83778578120025	0.216161797392605	-13.1280634017218	2.27397709587588e-39	1.2402271080907e-36	DEK
